,ID,Sexe,Motorisé,PropriétaireImmobilier,NombreEnfants,RevenuAnnuel,SecteurActivité,NiveauEducation,EtatCivil,TypeLogement,CategorieEmploi,MembreFamille,Age,Experience,Approuvée,target
3374,5023031,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,5,No,0
3375,5023032,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,5,No,0
3376,5023033,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,5,No,0
3377,5023034,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,4,No,0
3378,5023035,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,4,No,0
3390,5023048,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,7,No,0
3391,5023049,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,7,No,0
3392,5023050,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,7,No,0
3393,5023051,F,N,Y,3,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,5,35,12,No,0
3394,5023052,F,N,Y,3,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,5,35,12,No,0
3399,5023057,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,30,1,No,0
3400,5023058,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,30,1,No,0
3401,5023059,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,30,1,No,0
3402,5023060,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,1,46,7,No,0
3403,5023061,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,1,46,7,No,0
3413,5023072,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,Accountants,2,34,2,No,0
3414,5023073,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,Accountants,2,34,2,No,0
3415,5023074,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,Accountants,2,34,2,No,0
3416,5023075,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,Accountants,2,34,2,No,0
3417,5023076,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,Accountants,2,34,2,No,0
3418,5023077,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,Accountants,2,34,2,No,0
3419,5023078,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,Accountants,2,34,2,No,0
3422,5023081,M,N,Y,0,135000,State servant,Incomplete higher,Single / not married,House / apartment,Accountants,1,23,0,No,0
3423,5023082,M,N,Y,0,135000,State servant,Incomplete higher,Single / not married,House / apartment,Accountants,1,23,0,No,0
3424,5023083,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,32,13,No,0
3425,5023084,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,32,13,No,0
3426,5023085,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,32,13,No,0
3427,5023086,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,32,13,No,0
3428,5023087,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,32,13,No,0
3429,5023088,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,32,13,No,0
3430,5023089,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,46,11,No,0
3431,5023092,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,46,11,No,0
3432,5023095,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,46,11,No,0
3433,5023096,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,46,11,No,0
3434,5023097,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,46,12,No,0
3440,5023105,M,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,41,4,No,0
3441,5023106,M,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,41,4,No,0
3442,5023107,M,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,41,4,No,0
3443,5023108,M,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,41,4,No,0
3444,5023109,M,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,41,4,No,0
3445,5023110,M,N,Y,0,382500,Working,Higher education,Married,House / apartment,Accountants,2,27,1,No,0
3446,5023111,M,N,Y,0,382500,Working,Higher education,Married,House / apartment,Accountants,2,27,1,No,0
3447,5023112,M,N,Y,0,382500,Working,Higher education,Married,House / apartment,Accountants,2,27,1,No,0
3448,5023113,M,N,Y,0,382500,Working,Higher education,Married,House / apartment,Accountants,2,27,1,No,0
3449,5023114,M,N,Y,0,382500,Working,Higher education,Married,House / apartment,Accountants,2,27,1,No,0
3454,5023120,F,Y,N,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,34,5,No,0
3455,5023121,F,Y,N,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,34,5,No,0
3456,5023122,F,Y,N,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,34,5,No,0
3457,5023124,F,Y,N,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,34,5,No,0
3458,5023125,F,Y,N,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,34,5,No,0
3459,5023126,F,Y,N,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,34,5,No,0
3460,5023127,F,Y,N,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,34,5,No,0
3461,5023129,F,Y,N,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,34,5,No,0
3462,5023130,F,Y,N,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,34,5,No,0
3463,5023131,F,Y,N,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,34,5,No,0
3464,5023133,F,N,Y,1,180000,Working,Higher education,Married,House / apartment,Accountants,3,33,4,No,0
3465,5023134,F,N,Y,1,180000,Working,Higher education,Married,House / apartment,Accountants,3,33,4,No,0
3478,5023150,M,N,Y,1,315000,Working,Higher education,Married,House / apartment,Accountants,3,31,4,No,0
3479,5023151,M,N,Y,1,315000,Working,Higher education,Married,House / apartment,Accountants,3,31,4,No,0
3480,5023152,M,N,Y,1,315000,Working,Higher education,Married,House / apartment,Accountants,3,31,4,No,0
3481,5023153,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,37,17,No,0
3482,5023159,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,37,17,No,0
3483,5023160,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,37,17,No,0
3484,5023161,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,37,17,No,0
3489,5023170,F,N,Y,1,117000,State servant,Secondary / secondary special,Married,House / apartment,Accountants,3,41,5,No,0
3490,5023171,F,N,Y,1,117000,State servant,Secondary / secondary special,Married,House / apartment,Accountants,3,41,5,No,0
3491,5023172,F,N,Y,1,337500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,48,12,No,0
3492,5023173,F,N,Y,1,337500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,48,12,No,0
3493,5023176,F,N,Y,1,337500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,48,12,No,0
3494,5023177,F,N,Y,1,337500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,48,12,No,0
3498,5023183,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,7,No,0
3499,5023184,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,7,No,0
3500,5023185,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,7,No,0
3501,5023186,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,7,No,0
3502,5023187,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,7,No,0
3503,5023188,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,7,No,0
3504,5023190,F,Y,Y,1,315000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,31,4,No,0
3513,5023200,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,43,5,No,0
3514,5023201,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,43,5,No,0
3515,5023202,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,43,5,No,0
3516,5023203,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,43,5,No,0
3517,5023204,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,43,5,No,0
3518,5023205,M,Y,N,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,53,14,No,0
3519,5023206,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,39,0,No,0
3520,5023207,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,39,0,No,0
3521,5023208,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,39,0,No,0
3522,5023209,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,39,0,No,0
3523,5023210,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,39,0,No,0
3524,5023211,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,39,0,No,0
3525,5023212,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,39,0,No,0
3526,5023213,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,6,No,0
3527,5023214,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,6,No,0
3528,5023215,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,6,No,0
3529,5023216,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,6,No,0
3530,5023217,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,6,No,0
3534,5023231,M,Y,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,47,3,No,0
3535,5023232,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,30,3,No,0
3536,5023233,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,30,3,No,0
3537,5023234,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,30,3,No,0
3538,5023235,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,30,3,No,0
3539,5023236,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,30,3,No,0
3540,5023237,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,30,3,No,0
3541,5023238,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,30,3,No,0
3555,5023253,M,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,55,6,No,0
3556,5023254,M,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,55,6,No,0
3557,5023255,M,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,55,6,No,0
3558,5023256,M,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,55,6,No,0
3559,5023257,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,4,No,0
3560,5023258,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,4,No,0
3561,5023259,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,4,No,0
3562,5023260,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,4,No,0
3563,5023261,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,4,No,0
3564,5023262,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,4,No,0
3565,5023263,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,4,No,0
3566,5023264,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,4,No,0
3567,5023265,M,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,24,2,No,0
3568,5023266,F,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,3,No,0
3569,5023267,F,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,3,No,0
3570,5023268,F,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,3,No,0
3577,5023279,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,45,6,No,0
3578,5023280,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,45,6,No,0
3579,5023282,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,45,6,No,0
3582,5023285,M,Y,Y,0,189000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,9,No,0
3583,5023286,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,2,No,0
3584,5023287,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,2,No,0
3585,5023288,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,2,No,0
3586,5023289,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,2,No,0
3587,5023290,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,42,2,No,0
3588,5023292,F,N,N,1,225000,State servant,Higher education,Civil marriage,House / apartment,Accountants,3,30,4,No,0
3589,5023295,F,N,N,1,225000,State servant,Higher education,Civil marriage,House / apartment,Accountants,3,30,4,No,0
3595,5023303,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3596,5023304,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3597,5023305,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3598,5023306,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3599,5023307,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3600,5023308,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3601,5023309,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3602,5023310,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3603,5023311,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3604,5023312,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3605,5023313,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3606,5023314,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3607,5023315,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3608,5023316,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,5,No,0
3610,5023320,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,37,13,No,0
3611,5023321,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,37,13,No,0
3624,5023336,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,11,No,0
3625,5023339,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,11,No,0
3626,5023341,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,11,No,0
3627,5023342,M,Y,Y,0,900000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,5,No,0
3628,5023345,M,Y,Y,0,900000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,5,No,0
3629,5023347,M,Y,Y,0,900000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,5,No,0
3630,5023348,M,Y,Y,0,900000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,5,No,0
3631,5023350,M,Y,Y,0,900000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,5,No,0
3647,5023367,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,8,No,0
3649,5023369,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,24,2,No,0
3650,5023370,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,24,2,No,0
3651,5023373,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,46,3,No,0
3652,5023374,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,46,3,No,0
3660,5023389,M,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,Accountants,4,37,5,No,0
3661,5023390,M,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,Accountants,4,37,5,No,0
3662,5023392,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,3,No,0
3663,5023394,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,3,No,0
3664,5023397,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,3,No,0
3665,5023398,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,3,No,0
3666,5023399,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,3,No,0
3667,5023400,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,3,No,0
3668,5023401,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,3,No,0
3669,5023402,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,3,No,0
3670,5023406,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,3,No,0
3671,5023407,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,15,No,0
3677,5023414,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,45,7,No,0
3678,5023415,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,45,7,No,0
3679,5023417,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,45,7,No,0
3680,5023419,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,45,7,No,0
3681,5023420,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,45,7,No,0
3682,5023421,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,45,7,No,0
3683,5023422,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,45,7,No,0
3684,5023423,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,45,7,No,0
3685,5023425,M,N,Y,3,157500,Working,Higher education,Married,House / apartment,Accountants,5,39,10,No,0
3686,5023426,M,N,Y,3,157500,Working,Higher education,Married,House / apartment,Accountants,5,39,10,No,0
3687,5023427,M,N,Y,3,157500,Working,Higher education,Married,House / apartment,Accountants,5,39,10,No,0
3688,5023428,M,N,Y,3,157500,Working,Higher education,Married,House / apartment,Accountants,5,39,10,No,0
3689,5023429,M,N,Y,3,157500,Working,Higher education,Married,House / apartment,Accountants,5,39,10,No,0
3694,5023435,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,Accountants,1,62,36,No,0
3695,5023438,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,Accountants,1,62,36,No,0
3696,5023439,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,Accountants,1,62,36,No,0
3697,5023440,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,Accountants,1,62,36,No,0
3698,5023441,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,Accountants,1,62,36,No,0
3699,5023442,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,Accountants,1,62,36,No,0
3700,5023443,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,Accountants,1,62,36,No,0
3701,5023444,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,Accountants,1,62,36,No,0
3702,5023445,F,N,Y,0,180000,Working,Higher education,Single / not married,House / apartment,Accountants,1,62,36,No,0
3703,5023447,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,No,0
3704,5023448,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,No,0
3705,5023449,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,No,0
3706,5023450,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,No,0
3707,5023451,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,No,0
3708,5023452,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,No,0
3709,5023453,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,No,0
3710,5023454,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,No,0
3711,5023456,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,No,0
3712,5023457,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,1,No,0
3726,5023476,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,5,No,0
3727,5023478,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,5,No,0
3728,5023479,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,43,12,No,0
3729,5023480,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,43,12,No,0
3730,5023481,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,43,12,No,0
3731,5023482,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,43,12,No,0
3732,5023483,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,43,12,No,0
3733,5023484,F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,43,12,No,0
3739,5023494,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,2,No,0
3740,5023495,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,2,No,0
3741,5023496,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,2,No,0
3742,5023497,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,2,No,0
3743,5023499,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,46,12,No,0
3744,5023500,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,46,12,No,0
3745,5023502,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,46,12,No,0
3746,5023503,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,46,12,No,0
3747,5023504,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,46,12,No,0
3748,5023505,F,N,Y,0,207000,State servant,Secondary / secondary special,Widow,House / apartment,Accountants,1,54,16,No,0
3749,5023506,F,N,Y,0,207000,State servant,Secondary / secondary special,Widow,House / apartment,Accountants,1,54,16,No,0
3750,5023507,F,N,Y,0,207000,State servant,Secondary / secondary special,Widow,House / apartment,Accountants,1,54,16,No,0
3751,5023508,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3752,5023509,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3753,5023511,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3754,5023513,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3755,5023514,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3756,5023516,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3757,5023517,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3758,5023518,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3759,5023519,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3760,5023520,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3761,5023521,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,Accountants,3,43,2,No,0
3762,5023522,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,42,3,No,0
3763,5023523,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,42,3,No,0
3764,5023524,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,42,3,No,0
3765,5023526,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,18,No,0
3766,5023527,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,18,No,0
3767,5023528,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,18,No,0
3768,5023531,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,18,No,0
